CustomerID,Age,Gender,Annual Income (k$),Spending Score (1-100),Cluster
528,22,Female,51.6,38,4
529,64,Female,74.1,34,3
530,66,Female,34.5,1,1
531,47,Male,59.4,13,1
532,63,Female,55.6,17,1
533,69,Male,65.6,53,4
534,22,Male,50.8,42,4
535,29,Male,56.7,16,1
536,33,Female,80.7,43,3
537,43,Female,49.1,63,2
538,43,Male,19.8,63,2
539,65,Male,103.7,3,3
540,38,Female,94.5,47,3
541,56,Male,27.7,15,1
542,53,Female,77.2,73,0
543,50,Male,47.4,70,2
544,47,Female,66.6,28,4
545,54,Male,67.4,31,4
546,40,Female,54.1,38,4
547,27,Male,40.4,1,1
548,22,Female,42.7,58,2
549,53,Female,37.1,43,1
550,51,Male,39.2,74,2
551,69,Male,58.3,23,1
552,48,Female,42.1,35,1
553,27,Male,77.1,12,3
554,36,Female,97.2,25,3
555,49,Male,45.5,20,1
556,18,Female,66.0,75,0
557,22,Female,72.5,33,3
558,62,Female,71.8,53,4
559,21,Female,61.9,40,4
560,33,Female,78.6,18,3
561,41,Female,72.1,46,4
562,33,Male,29.1,65,2
563,19,Male,81.7,20,3
564,66,Male,82.2,70,0
565,45,Female,40.9,29,1
566,49,Female,60.9,38,4
567,44,Female,77.1,63,0
568,37,Female,54.8,33,4
569,41,Male,86.8,51,3
570,29,Male,119.1,42,3
571,67,Female,40.4,53,2
572,52,Male,25.5,1,1
573,50,Male,67.6,4,3
574,50,Female,78.0,65,0
575,68,Male,54.2,76,2
576,60,Female,96.3,27,3
577,54,Male,26.5,44,1
578,29,Female,77.3,57,4
579,20,Female,44.9,67,2
580,18,Female,103.0,1,3
581,50,Female,109.8,28,3
582,57,Male,40.8,42,1
583,27,Female,46.3,68,2
584,60,Female,81.5,100,0
585,61,Female,50.3,44,4
586,46,Male,58.9,15,1
587,30,Female,60.6,60,4
588,29,Male,15.0,83,2
589,48,Female,59.7,53,4
590,63,Male,42.8,27,1
591,19,Male,47.7,74,2
592,68,Female,96.1,67,0
593,67,Male,28.6,24,1
594,52,Female,80.3,60,0
595,40,Female,53.0,75,2
596,34,Female,53.0,80,2
597,43,Male,79.8,48,4
598,25,Male,68.5,41,4
599,46,Female,74.3,81,0
600,43,Female,84.2,20,3
601,27,Male,51.7,61,4
602,43,Female,44.7,16,1
603,51,Female,32.9,77,2
604,68,Female,39.4,44,1
605,58,Male,133.7,82,0
606,24,Male,91.1,62,0
607,21,Male,26.2,19,1
608,70,Female,26.9,86,2
609,67,Female,72.0,89,0
610,62,Female,73.7,72,0
611,28,Male,73.7,31,3
612,46,Female,53.6,42,4
613,53,Female,56.9,54,4
614,42,Female,68.2,32,4
615,38,Female,62.1,92,0
616,53,Male,15.0,54,2
617,27,Male,54.3,1,1
618,54,Female,38.7,58,2
619,26,Male,64.4,41,4
620,41,Male,134.6,48,3
621,52,Female,69.2,41,4
622,66,Female,52.2,70,2
623,52,Male,83.0,78,0
624,65,Female,72.1,57,4
625,53,Male,70.5,42,4
626,35,Female,75.2,49,4
627,66,Male,111.4,50,3
628,56,Female,31.7,30,1
629,49,Male,71.8,64,0
630,41,Male,36.8,62,2
631,40,Male,73.9,89,0
632,49,Female,37.0,81,2
633,54,Male,49.6,33,1
634,29,Male,52.6,71,2
635,66,Female,84.4,26,3
636,30,Female,83.0,67,0
637,40,Male,28.9,37,1
638,42,Male,61.4,24,1
639,52,Female,42.3,57,2
640,58,Female,28.5,1,1
641,47,Female,54.6,6,1
642,34,Female,52.3,46,4
643,66,Female,120.7,52,3
644,37,Male,70.8,41,4
645,65,Female,25.6,11,1
646,42,Male,45.9,30,1
647,39,Male,85.5,60,0
648,30,Male,112.2,65,0
649,36,Female,20.4,50,2
650,66,Male,15.0,79,2
651,53,Male,106.8,60,0
652,29,Female,69.7,31,3
653,58,Male,38.3,43,1
654,36,Male,73.4,15,3
655,29,Female,15.0,47,2
656,26,Male,60.1,78,0
657,24,Male,68.2,67,0
658,45,Male,83.1,85,0
659,31,Female,34.7,42,1
660,48,Female,62.1,84,0
661,69,Female,36.9,45,1
662,36,Male,66.4,87,0
663,64,Male,37.6,49,2
664,33,Female,49.8,68,2
665,70,Male,35.1,87,2
666,22,Male,76.3,45,4
667,52,Female,81.5,55,0
668,29,Female,54.1,82,2
669,42,Male,61.0,47,4
670,69,Male,23.8,17,1
671,38,Male,52.5,100,2
672,53,Female,58.7,38,4
673,70,Female,125.5,54,3
674,40,Female,32.2,79,2
675,33,Female,96.6,35,3
676,56,Male,84.9,25,3
677,62,Female,67.0,56,4
678,70,Female,104.0,5,3
679,59,Female,69.3,43,4
680,56,Female,69.7,56,4
681,31,Female,58.7,43,4
682,48,Male,90.6,11,3
683,22,Male,87.4,90,0
684,52,Female,44.4,53,4
685,40,Male,27.0,86,2
686,46,Female,54.9,43,4
687,60,Female,40.0,28,1
688,28,Male,58.4,57,4
689,35,Male,90.9,45,3
690,64,Female,48.6,21,1
691,29,Female,58.9,87,0
692,26,Female,61.5,34,4
693,27,Male,81.2,4,3
694,61,Female,15.0,83,2
695,34,Female,44.8,37,1
696,55,Female,65.3,35,4
697,24,Male,90.0,6,3
698,63,Female,47.7,94,2
699,30,Female,15.0,18,1
700,57,Male,75.5,51,4
701,59,Female,44.1,73,2
702,26,Female,30.3,61,2
703,67,Male,44.4,49,4
704,44,Female,55.4,7,1
705,19,Male,44.9,30,1
706,22,Male,15.0,55,2
707,46,Female,82.4,30,3
708,54,Female,91.9,55,0
709,55,Female,76.3,67,0
710,36,Female,31.6,74,2
711,25,Male,55.0,19,1
712,65,Female,59.8,100,0
713,62,Male,75.0,69,0
714,18,Female,76.7,50,4
715,39,Female,41.6,77,2
716,69,Female,62.0,100,0
717,34,Male,71.4,14,3
718,24,Female,96.4,44,3
719,42,Female,77.6,1,3
720,62,Female,79.7,55,4
721,21,Female,62.1,59,4
722,53,Male,95.3,49,3
723,23,Female,70.2,34,4
724,48,Male,38.5,1,1
725,36,Male,95.1,59,0
726,61,Male,77.4,86,0
727,56,Male,48.9,35,1
728,44,Male,48.0,61,2
729,27,Male,67.4,11,3
730,43,Female,71.6,61,4
731,36,Male,64.9,40,4
732,56,Male,67.8,31,4
733,20,Male,102.5,31,3
734,62,Female,86.8,40,3
735,30,Female,64.8,60,4
736,67,Male,83.5,17,3
737,45,Female,34.2,40,1
738,37,Male,69.9,49,4
739,45,Male,105.2,23,3
740,25,Female,54.5,95,2
741,58,Male,38.8,29,1
742,56,Female,43.7,33,1
743,18,Female,32.8,26,1
744,20,Male,40.4,95,2
745,30,Male,50.7,64,2
746,45,Female,24.9,27,1
747,66,Male,60.4,78,0
748,42,Male,82.6,55,0
749,50,Male,37.3,56,2
750,55,Female,98.0,41,3
751,70,Female,72.8,31,3
752,23,Male,85.8,58,0
753,61,Female,43.6,36,1
754,62,Female,81.4,95,0
755,49,Female,32.7,18,1
756,62,Female,82.3,88,0
757,64,Female,64.3,47,4
758,38,Male,73.8,57,4
759,33,Male,30.6,71,2
760,38,Male,37.6,34,1
761,28,Female,74.9,72,0
762,54,Female,36.3,1,1
763,53,Male,71.6,32,3
764,52,Female,25.8,27,1
765,36,Male,81.2,19,3
766,37,Male,29.2,45,1
767,35,Male,73.8,60,0
768,64,Female,75.6,68,0
769,58,Female,42.6,56,2
770,66,Male,74.6,33,3
771,31,Male,66.5,59,4
772,32,Male,46.5,53,4
773,48,Male,34.8,73,2
774,18,Female,15.0,69,2
775,70,Female,68.7,51,4
776,20,Male,20.9,28,1
777,33,Male,62.4,34,4
778,40,Female,53.4,36,4
779,28,Female,77.0,42,4
780,29,Male,52.4,57,4
781,27,Male,51.8,68,2
782,49,Male,78.3,49,4
783,33,Female,68.4,50,4
784,25,Female,67.9,54,4
785,55,Female,71.7,37,4
786,29,Male,21.6,27,1
787,41,Male,78.9,6,3
788,45,Female,75.3,33,3
789,70,Female,34.6,62,2
790,25,Male,53.9,32,1
791,45,Female,59.0,44,4
792,53,Female,56.6,62,4
793,43,Male,68.3,63,4
794,25,Female,95.8,23,3
795,67,Male,87.0,75,0
796,45,Male,27.2,78,2
797,45,Male,75.6,22,3
798,54,Male,93.2,29,3
799,58,Male,69.7,80,0
800,53,Male,87.3,46,3
801,44,Male,110.3,1,3
802,34,Female,85.6,15,3
803,26,Male,66.2,44,4
804,50,Male,86.1,21,3
805,70,Female,63.6,40,4
806,37,Female,60.6,51,4
807,30,Female,51.2,87,2
808,45,Male,99.1,43,3
809,65,Female,39.5,77,2
810,46,Male,98.3,86,0
811,30,Male,72.5,86,0
812,63,Male,25.0,57,2
813,52,Male,69.2,1,3
814,23,Female,15.0,62,2
815,35,Female,75.6,76,0
816,68,Male,82.1,48,4
817,22,Male,45.2,94,2
818,64,Male,63.1,71,0
819,42,Female,108.9,64,0
820,19,Male,47.4,77,2
821,27,Male,33.5,58,2
822,47,Female,97.0,1,3
823,67,Female,109.1,38,3
824,62,Male,60.1,80,0
825,22,Female,85.3,30,3
826,50,Female,93.5,44,3
827,18,Male,41.4,24,1
828,35,Female,47.9,95,2
829,49,Male,90.8,92,0
830,64,Female,102.1,28,3
831,66,Male,74.1,54,4
832,28,Male,38.0,33,1
833,38,Male,109.7,65,0
834,43,Female,46.7,63,2
835,42,Male,51.6,70,2
836,39,Female,68.6,58,4
837,44,Male,98.9,100,0
838,66,Male,81.3,24,3
839,30,Female,70.4,7,3
840,50,Male,71.6,40,4
841,51,Male,61.1,11,1
842,58,Female,74.0,13,3
843,52,Male,15.0,25,1
844,18,Male,52.6,27,1
845,38,Male,66.0,26,3
846,65,Male,31.2,63,2
847,23,Female,69.7,37,4
848,45,Female,54.9,46,4
849,34,Male,103.9,72,0
850,22,Female,99.3,31,3
851,48,Male,48.4,43,4
852,22,Female,56.2,59,4
853,55,Male,58.2,1,1
854,20,Male,48.7,1,1
855,70,Male,64.9,59,4
856,40,Male,41.0,62,2
857,54,Male,31.7,100,2
858,70,Male,75.6,54,4
859,54,Female,75.7,70,0
860,27,Male,39.9,45,1
861,27,Female,82.4,57,0
862,36,Male,44.2,92,2
863,34,Female,66.3,1,3
864,38,Female,80.5,60,0
865,31,Female,59.2,100,0
866,26,Male,71.4,57,4
867,63,Male,47.1,91,2
868,18,Female,55.1,34,4
869,68,Male,54.9,49,4
870,62,Female,41.3,51,4
871,30,Male,55.6,1,1
872,21,Female,21.3,21,1
873,18,Female,47.7,23,1
874,66,Male,52.9,71,2
875,57,Female,53.6,72,2
876,49,Male,54.0,58,4
877,51,Female,58.5,71,2
878,45,Female,72.0,46,4
879,48,Male,81.9,80,0
880,25,Male,43.8,50,4
881,56,Male,29.9,51,2
882,43,Female,33.9,43,1
883,51,Male,47.8,67,2
884,20,Female,51.2,39,4
885,67,Female,40.8,74,2
886,29,Male,27.6,22,1
887,18,Male,48.6,23,1
888,61,Female,64.5,67,0
889,22,Female,74.9,48,4
890,47,Male,46.1,39,1
891,47,Male,49.7,72,2
892,34,Male,36.8,35,1
893,65,Male,59.2,45,4
894,64,Male,38.8,85,2
895,40,Female,74.3,88,0
896,32,Female,15.4,89,2
897,54,Female,51.0,43,4
898,38,Female,67.5,81,0
899,31,Male,64.6,26,4
900,19,Male,127.3,27,3
901,28,Male,68.7,1,3
902,68,Female,34.9,92,2
903,56,Female,57.6,28,1
904,55,Male,15.6,47,2
905,51,Male,58.0,27,1
906,55,Female,39.2,67,2
907,67,Female,82.9,41,3
908,51,Male,46.3,17,1
909,35,Male,57.1,61,4
910,47,Female,44.1,14,1
911,32,Male,103.5,29,3
912,44,Male,52.0,1,1
913,68,Male,105.8,14,3
914,51,Female,80.4,54,4
915,69,Female,72.1,1,3
916,55,Female,69.2,13,3
917,50,Female,69.8,50,4
918,41,Female,15.0,36,1
919,32,Female,53.0,100,2
920,47,Female,81.1,96,0
921,59,Male,58.8,28,4
922,68,Male,24.9,64,2
923,34,Male,58.7,69,4
924,22,Male,102.6,35,3
925,46,Male,91.2,13,3
926,21,Male,58.4,50,4
927,27,Male,83.8,46,3
928,34,Female,50.8,39,4
